reviewId,rating,reviewHeadline,reviewContent,reviewDate
XOLO LT2000 4G,3 stars,"When it charges, you can never use your phone ...","When it charges, you can never use your phone. 1-2 hours phone is locked. Weird phone. Doesnt get heated , camera is okay. 4g technology used is not clearly stated. Could not use my phone, as my sim is not compatible with TDD phone. So check and buy. Looks goood, touch is not that smooth. 3 users found this review helpful helpful?","12 May 2015,"
HSL X5,1 stars,quality is not good,Specially screen is made by thin glass 0 users found this review helpful helpful?,"18 Apr 2016,"
HSL X5,1 stars,poor signal strength,Don't buy....poor signal strength.. Returned the item. 0 users found this review helpful helpful?,"15 Apr 2016,"
HSL X5,3 stars,Looks good to Use,Hagged frequently. But looks good and also good with some other performance 0 users found this review helpful helpful?,"02 Apr 2016,"
HSL X5,1 stars,submit the amount back to our account,I have cancelled the order hence we needed our amount back to our account 0 users found this review helpful helpful?,"26 Mar 2016,"
HSL X5,1 stars,One Star,most ghatiya ph... 0 users found this review helpful helpful?,"05 Mar 2016,"
Gfive WP86,5 stars,I want to buy this product again,Really this Gfive wp86 mobile is a best one than other mobile. The most valuable information of this mobile is its excellent battery backup. 0 users found this review helpful helpful?,"18 Jun 2015,"
Gfive WP86,5 stars,it really superv.....,Great product 0 users found this review helpful helpful?,"03 Jun 2015,"
Zen Ultrafone 402 Pro,5 stars,Ssssssssoooo cooool,I love the phone it is nice it is cool to download some games my name is j l s 0 users found this review helpful helpful?,"25 Apr 2016,"
Zen Ultrafone 402 Pro,4 stars,Good product at this price,worth the price 0 users found this review helpful helpful?,"25 Jan 2016,"
Zen Ultrafone 402 Pro,5 stars,BUDGET FRIENDLY,REALLY GOOD PRODUCT HD PLAYBACK FULL HD RECORDING SAVE MONEY 0 users found this review helpful helpful?,"28 Sep 2015,"
Zen Ultrafone 402 Pro,4 stars,best smartphone in this price!,"bettery is good. brightness good. wifi compability is good. 4.4.2 android is good , but only thing worst is camera result. 0 users found this review helpful helpful?","16 Sep 2015,"
Lava Arc 12 Plus,4 stars,Four Stars,Good phone excellent 3 users found this review helpful helpful?,"29 Apr 2016,"
Lava Arc 12 Plus,2 stars,Two Stars,Nt as good as I thought 3 users found this review helpful helpful?,"16 Apr 2016,"
Lava Arc 12 Plus,2 stars,Two Stars,Not a great basic pH. Keypad and sim tray is a problem. Inserting sims is very problematic. Not recommended 2 users found this review helpful helpful?,"02 May 2016,"
Lava Arc 12 Plus,4 stars,Four Stars,Nice one 2 users found this review helpful helpful?,"20 Apr 2016,"
Lava Arc 12 Plus,4 stars,Four Stars,Nice basic mobile. 2 users found this review helpful helpful?,"10 Mar 2015,"
Karbonn Titanium S11,5 stars,Light weight,GOOD BATTERY (INBUILT) BIG DISPLAY (POOR VIEWING ANGLE) LIGHT WEIGHT (CHEAP MATERIALS) SLIM NORMAL SIM 0 users found this review helpful helpful?,"12 Jun 2015,"
Karbonn A109,1 stars,very bad and very slow net connection,bad Pros good design Cons bad perfomance 0 users found this review helpful helpful?,"25 Jan 2016,"
Karbonn A109,1 stars,bad choice,worst phone ever !!!! display is not working within 2 days .. i just want to get my money back and never buy karbonn phone again 2 users found this review helpful helpful?,"18 Aug 2015,"
Karbonn A109,1 stars,One Star,Problem with the set gets switched off automatically 1 users found this review helpful helpful?,"07 Oct 2015,"
Karbonn A109,3 stars,Three Stars,All cool apart from Camera quality... 0 users found this review helpful helpful?,"05 Jan 2016,"
Karbonn A109,1 stars,Do Not even think of buying this phone,"Pathetic Phone. Hangs, Touchscreen does not work. Highly Not Recommended.... You will get much better option in the market.... 0 users found this review helpful helpful?","17 Nov 2015,"
Intex Aqua HD 5.0,1 stars,Bad investment ....Intex you are not worth to be a player in Smart Phone field,"One of the Worst phone to buy. It's just a show piece to lure the customers interests. Why not to buy this phone : 1. Horrible Battery back up - needs to charge in every 3-4 hrs 2. Camera- no stabilizer and camera is always hot. It can burn your ears if you keep talking for long 3. Sound - Bad head phone . poor quality 4. Network - sim card will not be able to detect the network properly in slot 2 5. Memory is just a lie 6. experience very very bad Thanks to Amazon customer service , i got my money back. It doesn't deserve any star/ 10 users found this review helpful helpful?","06 May 2015,"
Intex Aqua HD 5.0,1 stars,half star,very worst phone in all aspects 1. heating problem 2.no battery life 3. dispaly prob 4.display prob etc if we use for one day then u will fed up using smart phones 8 users found this review helpful helpful?,"19 Apr 2015,"
Intex Aqua HD 5.0,2 stars,Two Stars,AVG 5 users found this review helpful helpful?,"09 Apr 2015,"
Intex Aqua HD 5.0,1 stars,bekar phone total paisa loss,Plz is phone ko koi mt lena bhut hi bekar phone hai Battery backup poor Heat pro Display is very bad show yellownpan koi bhi image ya vidio dekhne par Jab bhi aap phone me baat kroge awaj slow aayegi' 4 users found this review helpful helpful?,"07 May 2015,"
Intex Aqua HD 5.0,4 stars,"its good, but speed is not good","its good,but speed is not good... 3 users found this review helpful helpful?","01 May 2016,"
Samsung Metro 360,5 stars,"GOOD BASIC MOBILE, better than samsung 3322i.","-software and every thing same as like 3322i, only cam is 3.2MP, and big screen, -cam quality very good, good voice clarity, slim strong ,metal body, - off line english dictionary was very good and useful, keypad is wide and easy smooth, -screen is very bright clear,3 days battery backup, -total VFM and better than 3322i & big stylish, very slim,go for it 8 users found this review helpful helpful?","17 Feb 2015,"
Samsung Metro 360,5 stars,"Value for money, Premium type Phone.","It is best in look and quality of display is also nice, gives premium looks, hany and good for parents also. 7 users found this review helpful helpful?","20 Aug 2015,"
Samsung Metro 360,3 stars,"music application can not handle more than 500 songs, nokia 220, 225 is simple yet better than this","its a good budget candybar phone, bought from local store in 3300. overall looks is good screen is nice (not very crisp) have not tested battery yet but so far seems to be good enough, 1000mah. 3mp camera seems to be good for the price, video recording is pathetic. cons- performance is not as smooth as nokia 220 and 225 (series30) OS its music application is not reading my 500+ songs collection in my memory card, i have 5gb songs in that card, and the same card was running flawlessly in nokia 130(1600 rupees phone). but in this samsung mobile i am not able to play songs, it is not able to handle my 7GB song collection, that is disappointing so if u want to store too many songs then just do not buy this phone. the direct competitors of this phone are nokia 220 and nokia 225. and they are a lot better performance wise. if one wants flawless and smooth operations then chose nokia, and if you want some shortcuts in your mobile and more features then go for samsung 360 the screen is better in samsung. also the music sound production is better in nokia, nokia has less features and options as compared to this mobile but nokia operates super smooth even with full 16 gb memory cards, whereas samsung tends to lag little bit to handle large volumes of data 7 users found this review helpful helpful?","16 Feb 2015,"
Samsung Metro 360,5 stars,Five Stars,The best cell phone I ever bought till date.Working very well .& its very promising.Thanks Amazon & Samsung. 6 users found this review helpful helpful?,"10 Sep 2015,"
Samsung Metro 360,1 stars,One Star,gujrati langwage avalable in samsung metro 360. 5 users found this review helpful helpful?,"11 May 2016,"
Lava Iris Fuel 25,2 stars,lava fuel 25,Got this lava phone which has 3000mh battery. just one month old battery gets dried within a day without using internet. then wats 3000mh battery performance? 0 users found this review helpful helpful?,"05 Jul 2015,"
Lava Iris Fuel 25,4 stars,Worth the money !,"Android Kit Kat, 5 MP camera, 5 inch screen, 1 GHz dual core processor, expandable memory, i had no clue dis fone is gonna be dat gud @ a price of 5K. It compltly blew me away. Awesue job by lava. Would recommend it to all. 0 users found this review helpful helpful?","30 Mar 2015,"
Lava Iris Fuel 25,4 stars,Surely Recommended D,"By God!! Lava comes up with most amazing features in the lowest of prices. It s great to know that for getting the latest features, one does not have to sell his kidneys. Lava fuel 25 offers quite good specs in just 5.5K. Commendable job by lava. Love the phone. 0 users found this review helpful helpful?","30 Mar 2015,"
HTC Desire 820s Dual SIM,5 stars,beast,Nice phone. Better processor 2 users found this review helpful helpful?,"09 Dec 2015,"
HTC Desire 820s Dual SIM,3 stars,If wanna buy for camera dont go for this,Phone is awesome in performance wise but totally crap for camera . Each & evry pic from this mob is crap If you wanna gud camera dont go for this mob evrything else is gud. U can also chek pic which i had uploaded from this mob itself. 55 users found this review helpful helpful?,"19 May 2015,"
HTC Desire 820s Dual SIM,5 stars,820s is the best,I have both the version of 820 and 820S. I felt 820S is better because it support 64 bit applications. Though processor speed people say is low i applied some material games which depends on processor and only 820S supports it. Camera of-course HTC camera quality is not as expected but check Sony 21 MP camera with HTC 13 MP Camera then you will never comment of Camera of HTC. Sound no one can comment on HTC sound. I support HTC 820S as of now. 42 users found this review helpful helpful?,"03 Apr 2015,"
